Crimes,cityKod,city,crimeType
89,6500,חדרה,תקיפת והכשלת שוטר
88,502,ירכא,איומים
88,9200,בית שאן,גניבות אחרות
88,1034,קרית מלאכי,גרימת נזק לרכוש בזדון
88,7100,אשקלון,הסגות גבול
88,1034,קרית מלאכי,עבירות הנוגעות לנחלת משפט
88,2400,אור יהודה,עבירות נגד הסדר הצבורי
88,654,כפר קרע,עבירות נגד הסדר הצבורי
88,2600,אילת,קטטות והפרעות ברחובות
87,9000,באר שבע,גניבת אופניים
87,7900,פתח תקווה,גניבת חלקי רכב
87,7900,פתח תקווה,הסגות גבול
87,6400,הרצליה,התפרצות לבית דירה
87,9000,באר שבע,קטטות והפרעות ברחובות
86,7900,פתח תקווה,חבלה גופנית חמורה
86,7000,לוד,מרמה ועושק
86,246,נתיבות,עבירות נגד הסדר הצבורי
85,1059,כסיפה,הסגות גבול
85,6500,חדרה,מרמה ועושק
85,9100,נהריה,סחריבוא ויצוא סמים
85,2640,ראש העין,עבירות נגד הסדר הצבורי
84,3797,מודיעין עילית,(תקיפה (למעט עובדי ציבור
84,681,גבעת שמואל,גניבה שמוש רכב ללא רשות
84,31,אופקים,גרימת נזק לרכוש בזדון
84,637,ערערה,גרימת נזק לרכוש בזדון
84,2660,יבנה,מרמה ועושק
84,1061,נוף הגליל,עבירות הנוגעות לנחלת משפט
84,8300,ראשון לציון,עבירות טכניות
84,8600,רמת גן,עבירות פיסקליות
83,490,דייר אל אסד,איומים
83,516,מג'ד אל כרום,איומים
83,7600,עכו,גניבה מתוך רכב
83,7600,עכו,החזקת סמים שלא לצריכה עצמית
83,8600,רמת גן,החזקת סמים שלא לצריכה עצמית
83,3000,ירושלים,החזקת רכוש גנוב
83,7900,פתח תקווה,זיוף מסמכים והפצתם
83,6600,חולון,סחריבוא ויצוא סמים
82,1015,מבשרת ציון,(תקיפה (למעט עובדי ציבור
82,2720,טירה,גרימת נזק לרכוש בזדון
82,5000,תל אביב יפו,הטרדה מינית
82,2600,אילת,הסגות גבול
82,541,ג'סר א זרקא,הצתה
82,6400,הרצליה,מרמה ועושק
81,9700,הוד השרון,גרימת נזק לרכוש בזדון
81,2100,טירת כרמל,גרימת נזק לרכוש בזדון
81,2560,ערד,גרימת נזק לרכוש בזדון
81,70,אשדוד,התפרצות לבית דירה
81,537,פוריידיס,עבירות נגד הסדר הצבורי
81,638,קלנסווה,עבירות נגד הסדר הצבורי
80,1303,חורה,איומים
80,2400,אור יהודה,גניבות אחרות
80,7800,פרדס חנה-כרכור,גניבות אחרות
80,7400,נתניה,הסגות גבול
80,2630,קרית גת,חבלה גופנית חמורה
80,6900,כפר סבא,עבירות הנוגעות לנחלת משפט
80,1060,לקיה,עבירות נגד הסדר הצבורי
80,6900,כפר סבא,עבירות על חוק הכניסה לישראל
79,913,שבלי,איומים
79,3000,ירושלים,אינוס בכח או באיומים
79,9400,יהוד-מונוסון,גניבה שמוש רכב ללא רשות
79,3616,מעלה אדומים,גרימת נזק לרכוש בזדון
79,6900,כפר סבא,התפרצות לבית דירה
79,2730,טייבה,עבירות הנוגעות לנחלת משפט
79,516,מג'ד אל כרום,עבירות נגד הסדר הצבורי
79,2560,ערד,עבירות נגד הסדר הצבורי
79,1286,שגב-שלום,עבירות נגד הסדר הצבורי
79,8500,רמלה,שמוש בסמים מסוכנים
79,7600,עכו,תקיפת והכשלת שוטר
79,1161,רהט,תקיפת והכשלת שוטר
78,2550,גדרה,(תקיפה (למעט עובדי ציבור
78,7400,נתניה,גניבת אופניים
78,7900,פתח תקווה,התפרצות לבית דירה
78,3000,ירושלים,מעשה מגונה בפומבי
78,1054,תל שבע,עבירות אחרות כלפי בטחון
78,1200,מודיעין-מכבים-רעות,עבירות על חוק הכניסה לישראל
78,7400,נתניה,עבירות פיסקליות
77,2500,נשר,(תקיפה (למעט עובדי ציבור
77,507,כפר יאסיף,איומים
77,831,ירוחם,גניבה שמוש רכב ללא רשות
77,469,קרית עקרון,גניבות אחרות
77,2400,אור יהודה,גרימת נזק לרכוש בזדון
77,1020,אור עקיבא,גרימת נזק לרכוש בזדון
77,8900,טמרה,חבלה גופנית חמורה
77,8500,רמלה,מרמה ועושק
76,6300,גבעתיים,גרימת נזק לרכוש בזדון
76,4000,חיפה,הצתה
76,7100,אשקלון,התפרצות לבתי עסק ומוסדות
76,9700,הוד השרון,עבירות על חוק הכניסה לישראל
76,1268,מיתר,עבירות על חוק הכניסה לישראל
76,7900,פתח תקווה,תקיפת והכשלת שוטר
75,472,אבו גוש,(תקיפה (למעט עובדי ציבור
75,1063,מעלות-תרשיחא,(תקיפה (למעט עובדי ציבור
75,472,אבו גוש,איומים
75,2600,אילת,גניבה מתוך רכב
75,31,אופקים,גניבות אחרות
75,6300,גבעתיים,גניבת אופניים
75,638,קלנסווה,גרימת נזק לרכוש בזדון
75,8300,ראשון לציון,החזקת סמים שלא לצריכה עצמית
75,9000,באר שבע,מעשה מגונה בכח
75,541,ג'סר א זרקא,עבירות אחרות כלפי בטחון
75,2730,טייבה,עבירות אחרות כלפי בטחון
75,8600,רמת גן,עבירות טכניות
75,8400,רחובות,עבירות על חוק הכניסה לישראל
75,8500,רמלה,עבירות על חוק הכניסה לישראל
74,654,כפר קרע,גרימת נזק לרכוש בזדון
74,531,עראבה,גרימת נזק לרכוש בזדון
74,70,אשדוד,החזקת סמים שלא לצריכה עצמית
74,9100,נהריה,מרמה ועושק
74,492,דייר חנא,עבירות נגד הסדר הצבורי
74,2620,קרית אונו,עבירות נגד הסדר הצבורי
74,1303,חורה,עבירות על חוק הכניסה לישראל
73,534,עספיא,איומים
73,229,גני תקווה,גניבה שמוש רכב ללא רשות
73,874,מגדל העמק,גניבות אחרות
73,874,מגדל העמק,גרימת נזק לרכוש בזדון
73,7000,לוד,הסגות גבול
73,1161,רהט,הסגות גבול
73,4000,חיפה,שאר עבירות מרמה
73,7100,אשקלון,שמוש בסמים מסוכנים
73,8900,טמרה,תקיפת והכשלת שוטר
73,3000,ירושלים,תקיפת שוטר בנסיבות חמורות
72,1059,כסיפה,(תקיפה (למעט עובדי ציבור
72,531,עראבה,(תקיפה (למעט עובדי ציבור
72,2500,נשר,גניבות אחרות
72,8000,צפת,גניבות אחרות
72,2650,רמת השרון,גרימת נזק לרכוש בזדון
72,8400,רחובות,הסגות גבול
72,6600,חולון,זיוף מסמכים והפצתם
72,6100,בני ברק,מרמה ועושק
72,509,כפר כנא,עבירות אחרות כלפי בטחון
72,9700,הוד השרון,עבירות נגד הסדר הצבורי
72,507,כפר יאסיף,עבירות נגד הסדר הצבורי
72,2610,בית שמש,עבירות על חוק הכניסה לישראל
71,3570,אריאל,איומים
71,510,כפר מנדא,איומים
71,481,מגאר,איומים
71,6600,חולון,גניבת חלקי רכב
71,3780,ביתר עילית,גרימת נזק לרכוש בזדון
71,3000,ירושלים,החזקת כלי פריצה
71,2610,בית שמש,הסגות גבול
71,7900,פתח תקווה,סחריבוא ויצוא סמים
71,634,כפר קאסם,עבירות נגד הסדר הצבורי
71,1061,נוף הגליל,קטטות והפרעות ברחובות
70,9300,זכרון יעקב,איומים
70,654,כפר קרע,איומים
70,7400,נתניה,החזקת סמים שלא לצריכה עצמית
70,8600,רמת גן,התפרצות לבתי עסק ומוסדות
70,2640,ראש העין,מרמה ועושק
70,489,דבוריה,עבירות נגד הסדר הצבורי
70,7100,אשקלון,רשלנות ופחזות פלילית
70,5000,תל אביב יפו,שוד
70,7600,עכו,שמוש בסמים מסוכנים
69,490,דייר אל אסד,(תקיפה (למעט עובדי ציבור
69,473,אבו סנאן,איומים
69,537,פוריידיס,איומים
69,2620,קרית אונו,גניבות אחרות
69,6200,בת ים,גניבת אופניים
69,7400,נתניה,גניבת חלקי רכב
69,1200,מודיעין-מכבים-רעות,גרימת נזק לרכוש בזדון
69,2650,רמת השרון,התפרצות לבית דירה
69,8300,ראשון לציון,זיוף מסמכים והפצתם
69,2600,אילת,מרמה ועושק
69,6500,חדרה,סחריבוא ויצוא סמים
69,1292,ג'דיידה-מכר,עבירות אחרות כלפי בטחון
69,1031,שדרות,עבירות נגד הסדר הצבורי
68,3570,אריאל,(תקיפה (למעט עובדי ציבור
68,6100,בני ברק,גניבת אופניים
68,6200,בת ים,גניבת חלקי רכב
68,1031,שדרות,גרימת נזק לרכוש בזדון
68,7000,לוד,התפרצות לבית דירה
68,7500,סח'נין,חבלה גופנית חמורה
68,5000,תל אביב יפו,סחיטה
68,6200,בת ים,סחריבוא ויצוא סמים
68,510,כפר מנדא,עבירות נגד הסדר הצבורי
67,2300,קרית טבעון,התפרצות לבית דירה
67,5000,תל אביב יפו,מלאכותתעשיותעסקים
67,2660,יבנה,עבירות הנוגעות לנחלת משפט
67,9100,נהריה,עבירות הנוגעות לנחלת משפט
67,8700,רעננה,עבירות נגד הסדר הצבורי
67,6100,בני ברק,תקיפת והכשלת שוטר
66,1292,ג'דיידה-מכר,(תקיפה (למעט עובדי ציבור
66,681,גבעת שמואל,איומים
66,8500,רמלה,גניבת חלקי רכב
66,7200,נס ציונה,גרימת נזק לרכוש בזדון
66,537,פוריידיס,גרימת נזק לרכוש בזדון
66,8600,רמת גן,סחריבוא ויצוא סמים
66,6700,טבריה,תקיפת והכשלת שוטר
65,166,גן יבנה,איומים
65,6900,כפר סבא,גניבה מתוך רכב
65,2300,קרית טבעון,גניבות אחרות
65,1054,תל שבע,גרימת נזק לרכוש בזדון
65,8600,רמת גן,חבלה גופנית חמורה
65,1161,רהט,מלאכותתעשיותעסקים
65,9700,הוד השרון,עבירות הנוגעות לנחלת משפט
65,2560,ערד,עבירות הנוגעות לנחלת משפט
65,8800,שפרעם,עבירות הנוגעות לנחלת משפט
65,6300,גבעתיים,עבירות נגד הסדר הצבורי
64,9300,זכרון יעקב,גניבות אחרות
64,3616,מעלה אדומים,גניבות אחרות
64,6000,באקה אל-גרביה,גרימת נזק לרכוש בזדון
64,9200,בית שאן,גרימת נזק לרכוש בזדון
64,7000,לוד,התפרצות לבתי עסק ומוסדות
64,7900,פתח תקווה,התפרצות לבתי עסק ומוסדות
64,9000,באר שבע,זיוף מסמכים והפצתם
64,8300,ראשון לציון,סחריבוא ויצוא סמים
64,8900,טמרה,עבירות הנוגעות לנחלת משפט
64,246,נתיבות,עבירות הנוגעות לנחלת משפט
64,7900,פתח תקווה,רשלנות ופחזות פלילית
64,6600,חולון,שאר עבירות מרמה
63,681,גבעת שמואל,(תקיפה (למעט עובדי ציבור
63,510,כפר מנדא,(תקיפה (למעט עובדי ציבור
63,481,מגאר,(תקיפה (למעט עובדי ציבור
63,975,זרזיר,איומים
63,3797,מודיעין עילית,איומים
63,4100,קצרין,איומים
63,469,קרית עקרון,איומים
63,3780,ביתר עילית,גניבות אחרות
63,8800,שפרעם,גניבות אחרות
63,516,מג'ד אל כרום,גרימת נזק לרכוש בזדון
63,1748,נמל תעופה בן גוריון,עבירות הנוגעות לנחלת משפט
63,2640,ראש העין,עבירות הנוגעות לנחלת משפט
63,6600,חולון,עבירות טכניות
63,31,אופקים,עבירות נגד הסדר הצבורי
63,654,כפר קרע,עבירות על חוק הכניסה לישראל
63,70,אשדוד,רשלנות ופחזות פלילית
62,166,גן יבנה,(תקיפה (למעט עובדי ציבור
62,2530,באר יעקב,גניבה שמוש רכב ללא רשות
62,1015,מבשרת ציון,גניבות אחרות
62,70,אשדוד,גניבת חלקי רכב
61,240,יקנעם עילית,(תקיפה (למעט עובדי ציבור
61,522,נחף,איומים
61,8900,טמרה,גניבות אחרות
61,510,כפר מנדא,גרימת נזק לרכוש בזדון
61,6400,הרצליה,החזקת סמים שלא לצריכה עצמית
61,4000,חיפה,החזקת רכוש גנוב
61,2730,טייבה,חבלה גופנית חמורה
61,7600,עכו,מרמה ועושק
61,70,אשדוד,סחריבוא ויצוא סמים
61,4100,קצרין,סחריבוא ויצוא סמים
